상품명,상품URL,브랜드,거래량,최근거래가,모델번호,발매일,발매일로부터현재까지일,발매가,색상,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일
메종 미하라 야스히로 x 베드 J.W. 포드 블레이키 하이탑 스니커즈 블랙,https://kream.co.kr/products/59548,Mihara Yasuhiro,14,419000,C08FW703-BLACK,-,,431600,Black,1,500000,2022/11/21,370000,2023/03/07,124,4
오트리 메달리스트 로우 레더 스니커즈 화이트 마운틴,https://kream.co.kr/products/59532,Autry,116,200000,AULM-WB11,-,,,White/Mountain,2,280000,2023/02/20,144000,2023/11/25,430,10
(W) 나이키 덩크 로우 SE 썬 클럽 번트 선라이즈,https://kream.co.kr/products/59516,Nike,2893,126000,DR5475-100,2022/04/29,754,139000,Sail/Burnt Sunrise/Black/Vivid Green,4,293000,2022/05/02,95000,2023/10/20,4418,79
뉴발란스 574 그레이 블루,https://kream.co.kr/products/59414,New Balance,110,109000,ML574BE2,-,,99000,Grey/Blue,2,129000,2023/02/21,50000,2022/11/24,502,8
뉴발란스 CT302 화이트 문빔,https://kream.co.kr/products/59389,New Balance,38,189000,CT302OB,-,,122400,White/Moonbeam,2,220000,2023/03/29,120000,2022/11/30,420,0
나이키 에어맥스 던 풋볼 그레이,https://kream.co.kr/products/59321,Nike,11,120000,DV1209-085,2022/03/27,787,129000,Football Grey,1,150000,2022/10/01,70000,2022/05/04,36,0
나이키 아수나 슬라이드 데저트 샌드,https://kream.co.kr/products/59296,Nike,72,109000,CI8800-010,-,,,Desert Sand/Black-White,2,120000,2023/07/23,40000,2022/04/28,70,3
뉴발란스 x 조 프레쉬굿즈 550 컨버세이션 어몽스트 어스 베이지 - D 스탠다드,https://kream.co.kr/products/59256,New Balance,29,200000,BB550BH1,2022/04/15,768,163300,Beige,1,260000,2022/05/08,170000,2022/06/13,141,3
나이키 에어맥스 1 NH 트리라인,https://kream.co.kr/products/59236,Nike,10,159000,DR9773-300,2022/05/01,752,204100,Treeline/Light Bordeaux-Dark Driftwood,2,279000,2022/06/03,149000,2023/07/31,103,1
나이키 에어맥스 테라스케이프 플러스 옵시디언 앤 마리나,https://kream.co.kr/products/59197,Nike,38,150000,DN4587-400,2022/05/01,752,219000,Obsidian/Madder Root/Thunder Blue/Marina,4,150000,2024/05/10,68000,2024/01/22,173,1
(W) 나이키 아쿠아 리프트 코트 퍼플,https://kream.co.kr/products/59187,Nike,18,209000,DM6436-010,-,,149600,Black/White-Court Purple,2,209000,2023/10/08,60000,2022/11/30,37,1
나이키 에어맥스 테라스케이프 플러스 라탄,https://kream.co.kr/products/59036,Nike,35,209000,DN4587-200,2022/05/01,752,219000,Rattan/Off Noir/Phantom,3,215000,2022/05/04,80000,2022/09/17,283,2
나이키 x KCDC SB 덩크 하이 프로 QS 엘리멘탈 핑크,https://kream.co.kr/products/59035,Nike,168,199000,DH7742-600,2022/04/29,754,159000,Elemental Pink/Black,2,350000,2022/04/30,130000,2022/07/31,1611,30
푸마 아미 트레이너 라이더 위스퍼 화이트,https://kream.co.kr/products/59006,Puma,13,59000,386944-04,-,,129000,Whisper White/Whisper White/Team Gold,3,69000,2024/01/26,45000,2023/10/01,108,1
뉴발란스 550 민트 그린 - D 스탠다드,https://kream.co.kr/products/58977,New Balance,28,160000,BB550FS1,2022/03/14,800,136000,White/Mint/Green,3,319000,2022/12/07,140000,2022/07/31,206,2
(W) 나이키 에어포스 1 '07 에센셜 화이트 베얼리,https://kream.co.kr/products/58942,Nike,86,135000,DJ9942-101,2022/04/25,758,129000,White/Barely/White,3,179000,2023/01/25,63000,2024/04/19,389,6
뉴발란스 x 가니 2002R 레인 클라우드 아일랜드 그린,https://kream.co.kr/products/58886,New Balance,29,189000,M2002RGD,2022/04/28,755,189000,Rain Cloud/Island Green,2,300000,2022/04/28,189000,2024/04/08,162,0
뉴발란스 x 가니 2002R 터틀 도브 아일랜드 그린,https://kream.co.kr/products/58885,New Balance,36,145000,M2002RGC,2022/04/28,755,189000,Turtle Dove/Island Green,2,350000,2022/05/06,145000,2024/03/18,342,4
(GS) 나이키 덩크 로우 울프 그레이 유니버시티 레드,https://kream.co.kr/products/58883,Nike,64,170000,DV7149-001,-,,,Wolf Grey/University Red/White,3,280000,2022/08/04,160000,2022/08/09,680,3
루이비통 LV 트레이너 스니커즈 베이지,https://kream.co.kr/products/58798,Louis Vuitton,34,1880000,-,-,,,Beige,1,2680000,2022/05/12,1250000,2023/06/12,387,3
아식스 x 보데가 젤 MC 플러스 플린트 그레이,https://kream.co.kr/products/58756,Asics,11,228000,1201A506-020,2022/04/29,754,204100,Flint Gray/Yellow Pear,2,300000,2023/04/25,170000,2022/12/08,78,3
푸마 x 버터 굿즈 슬립스트림 로우 레더 위스퍼 화이트,https://kream.co.kr/products/58746,Puma,21,102000,384156-01,2022/04/23,760,159000,Whisper White-Prism Violet-Navigate,1,179000,2022/04/26,50000,2023/04/11,129,5
뉴발란스 x 살레헤 벰버리 574 유르트 블랙,https://kream.co.kr/products/58731,New Balance,160,199000,MS574YSE,2022/04/29,754,179000,Black/Team Royal,2,295000,2024/02/28,115000,2023/12/21,367,11
뉴발란스 x 살레헤 벰버리 574 유르트 핑크 블루,https://kream.co.kr/products/58730,New Balance,122,195000,MS574YSA,2022/04/29,754,179000,White/Pink/Blue,3,284000,2022/04/29,120000,2023/11/28,195,18
조던 1 로우 SE 화이트 시멘트 그레이 블루,https://kream.co.kr/products/58683,Jordan,777,249000,DM1199-140,2022/07/28,664,139000,White/Dark Marina Blue-Black-Cement Grey,2,299000,2023/09/18,125000,2023/07/26,1538,33
골든구스 스타단 토탈 화이트 스니커즈,https://kream.co.kr/products/58682,Golden Goose,23,543000,GMF00128-F000566-10100,-,,748000,Total White,1,543000,2024/02/01,357000,2023/05/22,134,4
조던 1 미드 블랙 다크 아이리스,https://kream.co.kr/products/58681,Jordan,37,128000,554724-095,2022/04/21,762,134200,Black/White/Dark Iris,3,259000,2022/09/30,125000,2023/12/27,673,6
메종 미하라 야스히로 블레이키 OG STC 솔 OD 캔버스 로우탑 스니커즈 화이트,https://kream.co.kr/products/58680,Mihara Yasuhiro,43,420000,A08FW710-WHITE,2022/01/05,868,306900,White,1,670000,2022/12/22,380000,2022/05/25,229,12
살로몬 x 콥슨 울트라 레이드 화이트,https://kream.co.kr/products/58679,Salomon,16,155000,L41716700,2022/04/21,762,215000,White/Vanilla Ice/Racing Red,3,250000,2022/10/12,80000,2024/05/01,181,8
푸마 x 말본 골프 스웨이드 G 피코트 화이트,https://kream.co.kr/products/58667,Puma,10,330000,191678-01,2018/08/24,2098,195900,Peacoat/Puma White,2,330000,2023/07/14,130000,2023/01/25,96,6
나이키 에어포스 1 미드 NH 2 베를린,https://kream.co.kr/products/58658,Nike,11,200000,DR0296-200,2022/04/21,762,192200,Cave Stone/White/Off Noir,3,200000,2024/04/14,120000,2022/08/29,232,1
뉴발란스 237 쉬프티드 화이트 팩,https://kream.co.kr/products/58656,New Balance,28,119000,MS237WP,2022/04/21,762,109000,White,1,119000,2024/05/16,50000,2024/01/07,174,1
발렌시아가 러너 스니커즈 그레이 그린 블루,https://kream.co.kr/products/58651,Balenciaga,28,770000,677403W3RB55179,-,,1425000,Grey/Green/Blue/Black,4,1050000,2022/07/24,650000,2024/01/22,128,11
(GS) 나이키 덩크 하이 노블 그린,https://kream.co.kr/products/58371,Nike,38,210000,DV7072-300,2022/04/19,764,140400,Noble Green/University Gold/White,3,280000,2022/04/30,177000,2022/08/02,390,4
톰브라운 헤비 에슬레틱 메쉬 테크 러너 미디움 그레이,https://kream.co.kr/products/58370,Thom Browne,16,450000,MFD228B-03193-035,-,,,Medium Grey,1,1004000,2023/06/30,330000,2022/10/25,49,1
나이키 덩크 로우 레트로 SE 바버샵 블랙,https://kream.co.kr/products/58252,Nike,352,119000,DH7614-001,2022/06/18,704,139000,Black/Teal/White,3,175000,2022/04/20,41000,2023/02/21,843,29
컨버스 척 70 로우 시즈널 캔버스 레몬 베놈,https://kream.co.kr/products/58215,Converse,13,25000,169344C,-,,89000,Lemon Venom,1,50000,2023/05/29,25000,2024/04/20,76,0
(W) 조던 1 미드 SE 비비드 그린,https://kream.co.kr/products/58213,Jordan,97,169000,DV2959-113,2022/04/20,763,159000,White/Vivid Green/White,3,235000,2022/07/11,100000,2023/10/17,958,9
(키즈) 아디다스 이지 폼 러너 설퍼,https://kream.co.kr/products/58211,Adidas,29,170000,HP5349,2022/08/03,658,89000,Sulfur/Sulfur/Sulfur,3,230000,2023/03/28,100000,2022/08/05,37,5
컨버스 척 70 로우 빈티지 캔버스 딥 보르도,https://kream.co.kr/products/58176,Converse,20,50000,171570C,-,,95000,Deep Bordeaux/Egret/Black,3,100000,2023/01/08,25000,2024/02/14,548,2
뉴발란스 327 오프 화이트 아이보리,https://kream.co.kr/products/58124,New Balance,91,113000,MS327SBC,-,,104500,Off White/Ivory,2,240000,2022/05/15,100000,2022/12/17,317,1
아디다스 포럼 84 하이 클리어 스카이,https://kream.co.kr/products/58123,Adidas,29,105000,GW5924,-,,169000,Footwear White/Off White/Clear Sky,3,160000,2022/10/11,60000,2023/11/21,358,1
(W) 나이키 고 플라이이즈 화이트 셀레스틴 블루,https://kream.co.kr/products/58079,Nike,88,179000,DR5540-100,2022/04/19,764,139000,White/Black/Celestine Blue/Summit White,4,190000,2024/01/11,80000,2023/04/20,85,0
아디다스 포럼 84 로우 화이트 옐로우,https://kream.co.kr/products/58050,Adidas,10,79000,GX4537,-,,129000,Cloud White/Cloud White/Yellow,3,149000,2022/09/30,75000,2023/06/30,137,3
뉴발란스 574 그레이 씨 솔트,https://kream.co.kr/products/58048,New Balance,12,80000,ML574RD2,-,,204100,Grey/Sea Salt,2,99000,2022/05/10,79000,2022/07/25,100,0
뉴발란스 574 그레이 네이비,https://kream.co.kr/products/58046,New Balance,205,97000,ML574EI2,-,,99000,Grey/Navy,2,157000,2024/01/22,60000,2023/01/28,969,4
나이키 SB 덩크 로우 프로 라이트 꼬냑,https://kream.co.kr/products/58020,Nike,432,143000,DM8998-200,2022/04/19,764,129000,Light Cognac/White,2,380000,2022/04/24,120000,2022/11/09,1412,58
푸마 x 아미 스웨이드 마유 디컨스트럭트 프리스틴,https://kream.co.kr/products/58007,Puma,146,170000,384147-01,2022/03/22,792,176900,Pristine,1,350000,2022/12/23,70000,2023/11/10,511,7
나이키 카이리 인피니티 EP 마더 네이쳐 & 파더 타임,https://kream.co.kr/products/58001,Nike,69,150000,DC9134-200,2022/04/22,761,159000,Rattan/Madder Root/Marina/Hemp,4,200000,2022/04/24,85000,2022/06/20,262,6
(GS) 나이키 코트 버로우 로우 이어 오브 더 랫,https://kream.co.kr/products/57998,Nike,567,65000,CU2983-101,2022/04/16,767,59000,White/Black/Metallic Gold,3,130000,2024/04/05,45000,2023/12/10,720,9
뉴발란스 x 도버 스트리트 마켓 991 메이드 인 UK 그레이,https://kream.co.kr/products/57969,New Balance,14,480000,M991DSM,2022/04/14,769,372800,Grey/Sail-Tan,2,700000,2022/05/01,370000,2023/02/19,153,2
아디다스 이지 부스트 700 MNVN 지오드,https://kream.co.kr/products/57963,Adidas,48,250000,GW9526,2022/04/19,764,309000,Geode/Geode/Geode,3,280000,2023/01/08,140000,2022/10/31,190,4
에르메스 트레일 스니커즈 카프스킨 & 멀티꼴로르 블랑,https://kream.co.kr/products/57956,Hermes,32,1800000,H221904ZH90,-,,,Multicolore Blanc,1,1979000,2022/12/29,1340000,2022/05/30,72,1
에르메스 트레일 스니커즈 카프스킨 & 멀티꼴로르 그리 쿼츠,https://kream.co.kr/products/57955,Hermes,26,1890000,H221904ZHGQ,-,,,Multicolore/Gris Quartz,2,2090000,2023/01/10,1390000,2022/05/19,108,0
나이키 ACG 에어 마다 헴프 앤 캐년 퍼플,https://kream.co.kr/products/57916,Nike,33,120000,DQ5499-200,2022/04/22,761,159000,Hemp/Canyon Purple,2,184000,2022/04/22,80000,2023/08/01,338,4
나이키 ACG 에어 마다 라이트 스톤 앤 미네랄 슬레이트,https://kream.co.kr/products/57903,Nike,75,140000,DQ5499-100,2022/04/22,761,159000,Light Stone/Mineral Slate,2,237000,2022/04/28,119000,2024/01/03,1037,2
(GS) 조던 6 레트로 워시드 데님,https://kream.co.kr/products/57901,Jordan,38,100000,DM9045-100,2022/04/22,761,179000,White/Dutch Blue-Citron-Black,2,240000,2022/04/20,70000,2022/12/03,244,17
아디다스 포럼 로우 그레이 투,https://kream.co.kr/products/57898,Adidas,18,60000,GW0694,-,,119000,Cloud White/Grey Two/Cloud White,3,139000,2022/08/17,60000,2023/11/29,339,0
(W) 조던 1 미드 SE 샌드드리프트,https://kream.co.kr/products/57896,Jordan,53,159000,DM9126-104,2022/04/12,771,183700,Sanddrift/Midnight Navy/White/Sail,4,259000,2022/05/07,100000,2023/11/30,520,6
뉴발란스 550 블랙 그레이 - D 스탠다드,https://kream.co.kr/products/57887,New Balance,35,149000,BB550LBW,-,,149600,Black/White,2,149000,2024/04/29,65000,2023/08/07,213,1
아디다스 x M&Ms 포럼 84 로우 옐로우,https://kream.co.kr/products/57865,Adidas,20,90000,GY1179,2022/04/18,765,207500,Yellow/White-Dark Brown,2,210000,2022/09/28,80000,2023/02/19,205,7
아식스 x 할 스튜디오 젤 1130 스모크 그레이,https://kream.co.kr/products/57864,Asics,312,500000,1201A487-020,2022/04/14,769,258500,Smoke Grey/Mink,2,990000,2023/06/21,215000,2022/04/28,613,17
(W) 조던 1 로우 비비드 그린 앤 블랙,https://kream.co.kr/products/57863,Jordan,211,300000,DX4446-301,2022/04/15,768,149600,Vivid Green/Black-White,2,340000,2022/08/21,110000,2023/05/07,902,9
뉴발란스 327 그린,https://kream.co.kr/products/57862,New Balance,28,75000,MS327GB,-,,108800,Green/White,2,159000,2023/03/24,70000,2023/05/15,195,4
(W) 뉴발란스 550 화이트 오 레 - B 스탠다드,https://kream.co.kr/products/57860,New Balance,65,268000,BBW550WA,2022/04/14,769,139000,White/Au Lait,2,279000,2022/10/25,140000,2022/05/07,149,7
나이키 에어맥스 90 SE 에어맥스 러닝 클럽 로마 그린,https://kream.co.kr/products/57785,Nike,87,169000,DC9336-300,2022/04/18,765,159000,Roma Green/Sail-Orange-Mean Green,2,200000,2024/04/15,89000,2022/07/28,149,4
오트리 메달리스트 로우 레더 메쉬 스니커즈 화이트 블랙,https://kream.co.kr/products/57719,Autry,21,199000,AULM-DW02,-,,224700,White/Black,2,270000,2022/05/11,169000,2022/10/28,98,2
나이키 에어포스 1 하이 '07 LV8 훕스 러프 그린,https://kream.co.kr/products/57698,Nike,13,180000,DH7453-300,2022/04/14,769,159000,Rough Green/Black-Total Orange,2,198000,2022/05/07,95000,2022/09/02,127,4
뉴발란스 XC-72 쉬프티드 원 네이비,https://kream.co.kr/products/57669,New Balance,10,73000,UXC72KW,2022/04/16,767,159000,Navy,1,145000,2022/07/12,70000,2024/01/01,40,1
뉴발란스 XC-72 쉬프티드 원 베이지,https://kream.co.kr/products/57668,New Balance,20,75000,UXC72KX,2022/04/16,767,159000,Beige,1,170000,2022/04/26,73000,2024/03/16,51,0
반스 x 팔라스 x CK1 어센틱 캘반스 트루 화이트,https://kream.co.kr/products/57667,Vans,24,100000,VN0A5FBDQLZ,2022/04/09,774,120000,True White,1,169000,2022/04/18,75000,2022/10/12,269,0
나이키 오프라인 3.0 라이트 매더 루트,https://kream.co.kr/products/57663,Nike,28,89000,DJ5226-800,-,,129000,Light Madder Root/Arctic Orange,2,150000,2022/12/12,33000,2023/12/12,92,2
나이키 에어포스 1 '07 LX 애슬레틱 클럽 라이트 스모크 그레이,https://kream.co.kr/products/57620,Nike,57,250000,DH7435-001,2022/03/16,798,149600,Light Smoke Grey/White-Sail-Hyper-Royal,2,290000,2023/02/07,152000,2022/09/26,846,6
(W) 나이키 에어맥스 97 아우라 오션 큐브,https://kream.co.kr/products/57604,Nike,38,159000,DJ5434-400,2022/01/08,865,209000,Aura/Metallic Silver/Ocean Cube,3,205000,2022/05/01,120000,2023/01/09,210,2
아디다스 타이션 로우 앱 스카이 러쉬,https://kream.co.kr/products/57488,Adidas,16,78000,GW3177,-,,119000,App Sky Rush/App Sky Rush/Gold Metallic,3,209000,2022/06/16,78000,2024/03/23,133,0
컨버스 척 70 하이 빈티지 캔버스 레몬 드롭,https://kream.co.kr/products/57485,Converse,26,71000,A00458C,-,,99000,Lemon Drop,1,110000,2023/04/04,59000,2022/12/05,331,2
(GS) 나이키 에어포스 1 LV8 해브 어 나이키 데이,https://kream.co.kr/products/57442,Nike,650,129000,DM0983-100,2022/03/18,796,129000,White/Black/Dark Sulfur,3,239000,2022/10/19,75000,2023/07/31,2010,17
뉴발란스 x 조 프레쉬굿즈 2002R 컨버세이션 어몽스트 어스 베이지,https://kream.co.kr/products/57422,New Balance,168,190000,M2002RJ1,2022/04/15,768,189000,Beige,1,450000,2022/04/16,95000,2024/02/13,460,10
뉴발란스 x 조 프레쉬굿즈 550 컨버세이션 어몽스트 어스 베이지 - 2E 와이드,https://kream.co.kr/products/57420,New Balance,135,185000,BB550BH1,2022/04/15,768,159000,Beige,1,400000,2022/05/13,100000,2023/07/27,570,12
(TD) 나이키 x 컨셉트 에어맥스 1 SP 멜로우,https://kream.co.kr/products/57343,Nike,33,100000,DR2363-300,2022/04/13,770,95000,Oil Green/Multi-Color/Sail,3,140000,2022/09/06,50000,2023/07/27,50,6
(PS) 나이키 x 컨셉트 에어맥스 1 SP 멜로우,https://kream.co.kr/products/57342,Nike,35,110000,DR2362-300,2022/04/13,770,109000,Oil Green/Multi-Color/Sail,3,150000,2023/11/17,80000,2023/05/14,53,10
(W) 조던 1 미드 블랙 파티클 그레이,https://kream.co.kr/products/57288,Jordan,239,189000,BQ6472-007,2022/04/09,774,149000,Black/White/Particle Grey,3,200000,2023/07/28,90000,2023/08/31,1045,30
(W) 아식스 UB3-S 젤 님버스 9 애비 스톤,https://kream.co.kr/products/57225,Asics,11,188000,1202A277-020,2022/04/14,769,251300,Abbey Stone/Champagne,2,269000,2023/01/26,115000,2023/12/10,159,0
나이키 에어포스 1 '07 퓨어 플래티넘 화이트,https://kream.co.kr/products/57193,Nike,19,209000,CT2302-003,2022/03/20,794,136000,Pure Platinum/White,2,220000,2022/06/05,120000,2022/06/21,344,0
(W) 리복 클럽씨 85 빈티지 초크 그린,https://kream.co.kr/products/57173,Reebok,12,75000,GX3686,-,,115600,Chalk/Alabaster/Glen Green,3,130000,2022/07/16,75000,2024/03/09,178,3
뉴발란스 2002R 딥 오션 그레이 슬레이트,https://kream.co.kr/products/57130,New Balance,302,230000,M2002RHC,2022/01/26,847,299300,Deep Ocean Grey/Slate,2,299000,2022/06/13,129000,2024/02/27,1497,17
(W) 뉴발란스 327 내츄럴 핑크,https://kream.co.kr/products/56931,New Balance,52,99000,WS327LAG,-,,,Pink,1,190000,2022/07/22,99000,2024/05/11,422,2
아디다스 스탠 스미스 H 화이트 그린,https://kream.co.kr/products/56930,Adidas,102,289000,GX6298,-,,189000,Crystal White/Off White/Collegiate Green,3,289000,2024/03/24,119000,2023/03/27,382,5
에르메스 바운싱 스니커즈 캔버스 스웨이드 고트스킨 & 누아,https://kream.co.kr/products/56785,Hermes,42,1300000,H202934ZH02,-,,,Noir,1,2190000,2022/04/28,1200000,2023/04/04,120,1
나이키 에어 트레이너 1 SP 라이트 스모크 그레이 앤 허니듀,https://kream.co.kr/products/56756,Nike,62,200000,DH7338-002,2022/04/14,769,179000,Light Smoke Grey/Honeydew/Particle Grey,3,235000,2022/04/14,59000,2024/01/22,234,8
(GS) 나이키 코트 버로우 2 위트,https://kream.co.kr/products/56751,Nike,10,85000,BQ5448-700,2019/10/27,1669,79000,Wheat/Wheat-Gum Light Brown,2,85000,2024/03/21,59000,2023/10/10,172,0
뉴발란스 x 에메 레온 도르 650R 화이트 그레이,https://kream.co.kr/products/56735,New Balance,70,120000,BB650RA1,2022/05/06,747,189000,White/Grey,2,500000,2022/04/09,120000,2024/04/20,332,6
뉴발란스 x 에메 레온 도르 650R 화이트 네이비,https://kream.co.kr/products/56687,New Balance,86,265000,BB650RD1,2022/05/06,747,189000,White/Navy,2,469000,2023/02/16,160000,2023/01/05,413,10
(W) 알렉산더 맥퀸 오버사이즈드 스니커즈 클리어 솔 화이트 블랙,https://kream.co.kr/products/56686,Alexander McQueen,28,451000,611698WHX989061,-,,802900,Black/White,2,527000,2022/11/02,320000,2022/05/05,113,0
메종 미하라 야스히로 피터슨 OG 솔 러버 페인트 캔버스 로우탑 스니커즈 블랙,https://kream.co.kr/products/56649,Mihara Yasuhiro,14,528000,A08FW716-BLACK,-,,,Black,1,528000,2023/04/14,250000,2023/03/04,163,8
메종 미하라 야스히로 파커 OG 솔 캔버스 로우탑 스니커즈 블랙,https://kream.co.kr/products/56648,Mihara Yasuhiro,33,370000,A08FW704-BLACK,2023/01/07,501,316500,Black,1,490000,2022/12/09,228000,2024/01/24,278,5
뉴발란스 2002R 프로텍션 팩 다크 네이비,https://kream.co.kr/products/56593,New Balance,556,230000,M2002RDF,2022/04/01,782,169000,Dark Navy/Blue/Grey,3,519000,2022/05/15,140000,2024/03/19,2388,26
뉴발란스 x 에메 레온 도르 650R 화이트 그린,https://kream.co.kr/products/56556,New Balance,80,252000,BB650RL1,2022/05/06,747,189000,White/Green,2,530000,2022/05/10,200000,2024/01/14,457,8
(W) 뉴발란스 574 버건디 - B 스탠다드,https://kream.co.kr/products/56440,New Balance,39,109000,WL574EVM,-,,115600,Burgundy/White,2,129000,2023/08/10,65000,2022/06/22,238,1
나이키 에어맥스 90 골프 NRG 세일 워시드 틸,https://kream.co.kr/products/56438,Nike,83,200000,DO6492-141,2022/04/02,781,179000,Sail/Pearl White/Washed Teal,3,400000,2022/05/15,154000,2024/01/15,161,0
나이키 에어맥스 플러스 브레드,https://kream.co.kr/products/56437,Nike,16,240000,CU4864-001,2019/11/08,1657,217700,Black/University Red,2,285000,2023/06/26,130000,2022/08/04,148,0
나이키 에어 프레스토 유니버시티 레드 블랙,https://kream.co.kr/products/56434,Nike,12,70000,CT3550-600,-,,159000,University Red/Black,2,99000,2022/09/13,57000,2023/07/20,16,0
나이키 덩크 하이 레트로 프리미엄 EMB 원 게임,https://kream.co.kr/products/56399,Nike,54,85000,DH8008-800,2022/04/02,781,159000,Mantra Orange/Sail/Burnt Sunrise/Black,4,250000,2022/04/02,70000,2023/06/09,225,20
